uuid,annotator,label,quality,duration_s,duration_tercile,cough_detected,slice
344f10c7-9219-421e-8d2a-906111988422,1,dry,ok,8.88,t2,0.9949,dev
3483aaf8-14e4-44ac-8b20-6f1a05cfa822,1,dry,ok,5.04,t1,0.9691,report
349e4ca9-fffa-45ea-95e2-c0843f852555,1,dry,ok,9.84,t2,0.992,report
34a7b57b-6f7d-43f4-b210-0b21058f7afb,3,wet,good,3.54,t1,0.9816,report
34bcd0cb-bbfb-4947-84c9-79a07c28a7c1,3,wet,good,9.78,t2,0.9917,report
34e4c711-fd77-4f76-babf-76437885227e,3,wet,good,9.66,t2,0.9753,report
34fa8ed4-a911-4def-9272-d26e56dd05d2,2,dry,ok,8.22,t1,0.9422,report
350e8396-e67e-491a-89dd-666702548d63,2,wet,good,5.46,t1,0.9961,dev
35150705-3dfd-4cd0-80f6-8f9b04870c3f,3,wet,good,5.46,t1,0.8937,report
35244796-18c5-4825-ac49-90235ff885fc,2,wet,ok,9.9,t3,0.9534,report
35647ec0-1566-4df0-ae5d-27b0357ece7c,3,wet,good,9.36,t2,0.9368,report
35a40835-dc69-4e0d-b833-6b58df25c8cc,2,dry,poor,6.3,t1,0.9778,report
35cc329c-22e9-4505-bf91-8d6ef3262db4,3,wet,good,9.84,t2,0.9452,report
35ec6e33-eeeb-4734-9a52-c37a949e5443,2,dry,good,5.04,t1,0.9313,report
35ee826c-b4e1-40ae-9873-7df156071b7b,1,dry,ok,9.9,t3,0.9886,dev
362c55e4-0bb0-4295-9dc3-be1e1e7e95a4,3,dry,good,9.9,t3,0.9918,dev
36535622-407d-4226-adad-48b010e8ee83,3,dry,good,7.26,t1,0.9919,report
3683fc1e-25c4-4ff4-a080-c10d5e6d65f7,1,dry,ok,8.1,t1,0.9917,dev
36a31985-3039-422f-bad1-a8b98ba1d533,1,dry,ok,8.1,t1,0.9822,report
36a556ff-6813-48c7-b500-c3787c2d23c3,3,dry,good,9.3,t2,0.8796,dev
36d918eb-8f0c-4ab2-a7de-7aa27f58800c,3,wet,good,7.5,t1,0.9469,report
3722d824-c4bc-489d-8a8f-6bb171129e19,3,dry,good,9.6,t2,0.9746,dev
372846d2-d0b1-435b-bd1c-2580506dc502,2,wet,good,7.38,t1,0.9932,report
37347587-048a-4a1c-a100-7cf820711428,1,dry,ok,9.84,t2,0.9965,report
377c3a4c-b901-49c0-9337-e87560b523d4,1,dry,ok,9.78,t2,0.9175,report
37d9d372-ba0d-46fe-9b71-b3088ab3ff2b,3,dry,good,9.84,t2,0.9974,report
38a8021f-371f-439c-8fb5-37431dbeca8c,3,dry,good,9.96,t3,0.9672,report
38ac97a6-0eb0-4c52-8d1d-9697437de978,1,dry,ok,4.68,t1,0.9312,dev
38be0751-98d7-45a2-a325-4853efd0a174,2,dry,good,9.84,t2,0.9871,report
38c2b0b6-1c3a-4b2c-a05b-0219565f4225,1,dry,ok,6.72,t1,0.9716,report
3938fac1-ae70-4148-90ea-59abb26459c1,3,dry,poor,2.1,t1,0.9034,report
39460774-2d87-4c17-9015-5ca9d6328744,1,dry,ok,9.6,t2,0.9987,report
3951f2b6-88a3-4419-a191-774fb50b918f,3,wet,good,9.6,t2,0.8584,dev
3960bb7b-56e2-4cad-aa5f-8849b99b5bf5,3,dry,good,9.96,t3,0.9929,report
3987cfec-1d63-4362-9d51-0f98b1fa67fd,1,dry,ok,9.96,t3,0.8994,dev
39e4cc19-0db4-492a-b580-9fc4e4ab62ea,2,dry,good,9.9,t3,0.985,report
39fc7508-62ba-41f5-ba87-fbb328b61101,3,wet,good,9.96,t3,0.9704,dev
39fdca62-1ce2-4e54-9a6b-d4ef5aa80bc5,2,dry,ok,7.08,t1,0.8755,report
3a325d6e-929d-48f4-b640-36e08fa37cf4,1,dry,ok,5.46,t1,0.963,report
3a36b31d-a87c-48af-8492-d019103b62c2,2,dry,good,9.84,t2,0.9929,dev
3a464b3e-62c1-439b-b0a2-9999afa8a13a,2,dry,ok,9.9,t3,0.9931,report
3a9cff16-a1a5-4aed-948a-461f94ef3045,1,dry,ok,9.84,t2,0.9095,dev
3aac052c-4344-4350-a877-59f8a5270b02,2,dry,good,9.66,t2,0.8746,report
3b1cd361-b8b0-47ae-a02a-d2b0f2d40807,2,dry,good,9.9,t3,0.9842,report
3b1db132-ba86-43e2-a35b-9638b5fce854,2,dry,good,9.96,t3,0.9738,report
3b6a0157-04a2-46cd-b5a7-299595293a2d,2,dry,good,9.9,t3,0.9909,dev
3b8a7440-02ad-4df4-99e2-7edb97c52c0a,3,wet,good,9.9,t3,0.963,dev
3b917045-a264-4e3c-9a70-491e49448c36,2,dry,ok,9.84,t2,0.9955,dev
3bc13005-f63f-4ca4-9ee7-92b40b511eb8,3,dry,good,9.78,t2,0.9045,report
3bd63a44-a443-4a3f-a1ec-ffc2540f7ed0,3,wet,good,9.6,t2,0.8751,report
3be5af36-9e52-465a-81a6-da1c60d350f5,1,dry,good,9.9,t3,0.9053,dev
3bfb013a-ab53-491c-8981-a469dc727896,3,dry,good,9.84,t2,0.9871,report
3c0efb34-6a14-4b8f-b759-b6e8f2a3c479,2,wet,good,9.9,t3,0.99,report
3c6cfda1-3fe9-403d-b5d1-7797420debe2,3,dry,good,9.6,t2,0.9977,report
3c903e81-9634-4d62-90f0-f09b95f382f7,2,wet,good,6.9,t1,0.9778,report
3cf93027-a70f-4cad-9a3a-a51390783da6,1,dry,ok,9.78,t2,0.981,dev
3daa3dd0-e920-46a8-bca5-2a7f728998d7,1,dry,ok,9.96,t3,0.9845,dev
3df1981c-e380-40bd-ab27-4465eee42d27,3,wet,good,7.14,t1,0.9965,report
3e231461-a679-4e96-8fcc-07480b6309c1,2,dry,ok,7.26,t1,0.8066,report
3e4f0ebc-7100-48a8-b164-4d90b8dee8db,2,dry,good,6.36,t1,0.9937,report
3e831e76-b1de-4c66-aab4-1386b2b8c8a4,2,dry,good,9.96,t3,0.8553,report
3eadfa75-5906-4695-91fb-5726a24e02cd,1,dry,ok,4.62,t1,0.9881,dev
3ecfa0a9-d972-4958-9e46-44dcf980601f,3,wet,good,7.32,t1,0.9985,report
3ef8a638-8f4c-4018-8e25-dfd817979599,2,dry,good,7.44,t1,0.9218,dev
3f582004-aa52-4a2b-bba8-cb76352ddf44,1,dry,ok,9.78,t2,0.9916,report
3f60d2a0-aed6-45d0-b0f7-81bcf743a4e7,3,wet,good,7.8,t1,0.9938,report
3f9a82e6-93b5-4d80-b8ae-09d36929d437,3,wet,good,9.78,t2,0.9866,report
3fbe6119-b6d0-4aeb-beb8-19d1751ce190,1,dry,ok,9.84,t2,0.9289,report
40468fb3-fc81-4a5e-8cc6-e49011c1c9d5,3,dry,good,9.66,t2,0.9949,dev
40a32ab4-6354-44a2-86b4-0570e8d3747d,3,wet,good,9.9,t3,0.9439,report
4122c8f7-07e5-4c74-8993-c17157bd6c1b,2,wet,ok,9.9,t3,0.9178,report
41793be3-8eb0-467d-b9a2-f09f6678fc4e,1,dry,ok,9.96,t3,0.9881,dev
41b99768-ae1b-4038-b831-d7c7d225f369,1,dry,ok,2.22,t1,0.8033,report
41bb08e9-6d43-41bc-bca2-a465f7dcf2f3,2,dry,good,9.84,t2,0.9819,dev
41c95439-7a27-4f01-8aba-4a0640b4683e,2,dry,good,9.78,t2,0.9925,dev
421d9f99-9d55-40e6-8d30-0d9891605994,3,dry,good,9.96,t3,0.9857,report
422a71b9-7343-4d2f-9170-8976d2dc532b,1,dry,ok,9.96,t3,0.9794,report
424784ac-85a8-4b14-8447-fce82be45f62,1,dry,ok,9.06,t2,0.9917,report
4260e6fd-0a12-48de-9bfd-1b8644c2186b,1,dry,ok,7.38,t1,0.9892,report
4260e6fd-0a12-48de-9bfd-1b8644c2186b,2,dry,good,7.38,t1,0.9892,report
4260e6fd-0a12-48de-9bfd-1b8644c2186b,3,dry,good,7.38,t1,0.9892,report
429020e9-eeab-43f6-a72b-6f19fdcdb054,1,dry,ok,5.04,t1,0.9726,report
42ee475c-2a4b-48f0-b33e-9a5f57000770,3,wet,good,9.96,t3,0.9461,report
431c4a7e-06d9-4fed-9aca-2de718d66f29,3,wet,good,9.9,t3,0.9918,report
433a37a6-02c8-4ff3-b71b-67d4c9968919,1,dry,ok,9.72,t2,0.9438,dev
43795e89-f72e-4d3e-877d-a157fb169949,3,dry,good,5.1,t1,0.9916,dev
439daf49-ca13-413b-80e8-a8b6928db817,3,dry,good,9.9,t3,0.9763,report
43a03324-1389-4e23-9d44-2ee831b7e3d2,2,dry,ok,9.96,t3,0.9945,report
43cfe07c-cf76-4d97-914a-b1a1ec2c9759,3,dry,good,9.84,t2,0.9552,report
43d6034a-6751-4023-9ee7-6510dd3e157d,1,dry,ok,9.78,t2,0.9773,dev
43d84d62-8837-479b-bcb6-30effd9ecbc3,3,wet,good,9.96,t3,0.9698,report
43df4f16-fb75-43bb-a866-5231a9243e21,2,dry,good,9.9,t3,0.9719,dev
444d9701-cc2f-4dc7-87ff-4f6ada471c3e,3,dry,good,3.66,t1,0.9514,report
447f49c5-43e7-48a9-9a82-1afefd22725b,3,dry,good,5.1,t1,0.9952,report
4493e997-621f-4fa5-8c0d-84d6b245b75a,2,dry,ok,9.9,t3,0.9059,report
44b5bf62-3ce0-491b-8251-2822b8b436a2,2,wet,ok,9.78,t2,0.9826,report
44c295f9-5176-41ce-a1e2-f94633b9b57b,3,dry,good,5.7,t1,0.9776,report
44d6d275-b422-4338-bda2-2d0cc203f72b,2,dry,good,9.9,t3,0.9547,report
44e9099f-aac3-4669-a80c-2ee40d65faef,1,wet,ok,3.6,t1,0.9508,dev
45468c10-083b-4fea-9883-29a552edd30d,2,wet,good,5.4,t1,0.9928,dev
4564ccce-b037-4509-ac0b-a7c59a2a262a,2,dry,good,9.96,t3,0.978,dev
457cb363-1ac1-422c-a02c-03e99bce9c1f,3,wet,good,4.32,t1,0.9846,report
459c949d-1074-4687-a911-e1b61753643c,2,wet,good,6.78,t1,0.9986,dev
45d74056-f8f3-4e25-8111-68f4960b3cfd,2,dry,ok,9.84,t2,0.836,report
460a8717-0a50-4e1f-b399-86e27cc31579,2,dry,good,9.72,t2,0.9792,report
46426fe2-df73-4109-81ec-e62b49d8b626,2,wet,good,9.72,t2,0.9686,dev
46d8c156-9f6b-45bf-b2af-ea8ecb192f88,2,dry,ok,4.86,t1,0.9815,report
47041a03-16e8-4a03-b343-8d5e69afcd5c,2,dry,good,10.02,t3,0.9984,dev
47298691-1737-4d18-b301-b3526e935c1e,2,dry,good,9.9,t3,0.9699,report
4735aed3-46f9-44c5-91f0-ca772c541fff,1,wet,ok,9.9,t3,0.8922,report
47566b56-c2aa-48d5-a0be-92506fc53eab,1,dry,ok,9.84,t2,0.9771,report
4763797e-e24f-4af4-a449-d60bbc9079cb,2,dry,ok,9.84,t2,0.8835,report
477b8b77-3b3b-4ac6-978c-d51651932c8a,2,dry,ok,9.96,t3,0.9203,report
478adaaa-cc6a-487d-a842-a30af37aa4d0,2,wet,ok,9.78,t2,0.9924,dev
47edb277-7f3c-426d-8e14-a0385f3c1b77,1,dry,good,8.28,t1,0.9841,report
4811b9fb-5369-478e-91ac-a6eb9a72005e,3,wet,good,9.84,t2,0.9929,report
481443c9-17a9-4194-9525-8c5fc2cd15fc,1,dry,ok,9.96,t3,0.9974,report
481443c9-17a9-4194-9525-8c5fc2cd15fc,2,dry,good,9.96,t3,0.9974,report
481443c9-17a9-4194-9525-8c5fc2cd15fc,3,dry,good,9.96,t3,0.9974,report
48783717-fa70-414d-ae74-f7a2d794c7c9,1,dry,ok,9.9,t3,0.9857,report
48834369-72f5-4bbb-847c-5636af5a6882,3,wet,good,5.16,t1,0.986,report
48b287c0-5c2b-44ef-b469-3808b3b287ea,2,dry,good,9.72,t2,0.9978,dev
48b287c0-5c2b-44ef-b469-3808b3b287ea,3,dry,good,9.72,t2,0.9978,dev
48d28621-e417-47ae-ab2b-54e659e9df04,2,dry,poor,9.84,t2,0.8026,report
48ff5e27-832e-4450-9ea5-288a0e6967db,1,dry,ok,9.9,t3,0.9799,report
49064a01-6e0f-45bd-8b1d-853438414e93,3,dry,good,9.9,t3,0.9769,report
491018d6-fe1e-4b24-9c42-70971ec93615,2,dry,good,9.78,t2,0.985,dev
4934dd77-80e0-42b9-bfc4-995b03b76450,1,dry,ok,9.78,t2,0.9783,report
493632f2-537a-4a36-a932-268a8aa59486,1,dry,ok,9.54,t2,0.9948,report
494f9956-42e9-4cbf-803a-796e3bff2844,3,wet,good,9.78,t2,0.9085,report
49bc7b95-fbe5-4933-886e-8752b8acf842,2,dry,good,9.54,t2,0.9595,dev
49cc8b94-838b-4b23-9fb1-8d9384520634,2,dry,good,9.78,t2,0.9864,report
49cc8b94-838b-4b23-9fb1-8d9384520634,3,dry,good,9.78,t2,0.9864,report
4a19eff2-8302-4aa6-9164-ae5a9d2d824f,2,wet,good,9.9,t3,0.9425,report
4a39216d-fdac-4a28-b2cc-367e39d098aa,3,dry,good,9.9,t3,0.995,report
4a7e9409-6c01-4e9b-b248-9f610dd87f11,2,dry,good,9.84,t2,0.9935,report
4a8b913e-ca59-48bd-ad45-90a555b8dc22,2,dry,good,9.9,t3,0.991,report
4afa3822-6de3-4877-b5ee-2e4e7ffb9081,2,dry,good,9.96,t3,0.9975,report
4b03a48f-c4d7-41c6-9567-678141df90e1,1,wet,ok,5.1,t1,0.9927,report
4b22dc75-caee-40a8-84da-d3bc8f4eca69,3,wet,good,6.06,t1,0.9956,dev
4b46da7b-b391-45f6-925a-9aa31eb5b58a,2,dry,good,9.78,t2,0.9964,report
4b65541f-1159-47a7-8de8-6956716edd8b,3,dry,good,3.78,t1,0.967,dev
4bc5287f-92ae-400e-93b2-037163281e89,1,dry,ok,9.78,t2,0.9945,dev
4c228eb9-c543-4688-a93f-4ac0cd879b6b,2,dry,poor,4.86,t1,0.9427,report
4c58cf95-9b2e-4091-adaa-0ac06a355c48,1,dry,poor,4.74,t1,0.9941,report
4c98548d-6e9e-4832-8b77-b7af79c9e987,3,wet,good,7.02,t1,0.9734,dev
4c9ce6f7-8ca8-41b9-8e18-8cd3de335c48,1,dry,ok,9.96,t3,0.9762,report
4ca22143-61f2-4f7a-a73e-6304d31a3871,2,wet,good,2.88,t1,0.949,report
4d230bec-1056-49ca-b274-c0825b924824,1,dry,ok,9.36,t2,0.9702,report
4d35b416-d0b0-4fca-bd40-420da86ab4e2,2,dry,ok,9.96,t3,0.9279,report
4d6cdc78-b5f1-4568-bea9-ae1a49c34ee7,2,dry,good,7.5,t1,0.9896,dev
4d72142f-9932-47f4-8d86-29757ea3f78d,3,dry,good,9.9,t3,0.9515,report
4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9,1,dry,ok,9.78,t2,0.9939,report
4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9,2,dry,good,9.78,t2,0.9939,report
4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9,3,wet,good,9.78,t2,0.9939,report
4e39ad3e-5257-4356-b854-7fb48c6cd1f0,3,dry,good,8.22,t1,0.9869,report
4e47612c-6c09-4580-a9b6-2eb6bf2ab40c,1,dry,ok,9.84,t2,0.9466,dev
4e8a8b2b-3437-4358-a1fc-407c04c51a0d,2,wet,ok,9.96,t3,0.9339,dev
4e9f4130-2954-4d29-adf5-d26768d3ead3,2,dry,good,2.76,t1,0.9519,report
4edbfad6-d683-4cb4-b3f1-11066c8e5e48,3,dry,good,9.9,t3,0.9968,report
4ee73081-f0af-4e85-b4a1-b1292ae37f28,2,dry,ok,9.72,t2,0.9761,report
4f468032-6c4f-438b-9f19-219859552c5d,1,dry,ok,9.9,t3,0.9842,report
4f51059b-0e34-4ae8-8ea8-66630d9b147b,2,dry,good,9.78,t2,0.9898,report
4f8c5fad-0bd3-4bf0-a781-3eff8685d8f8,1,dry,ok,9.6,t2,0.9909,dev
4f95a31d-9302-47bb-a0b6-cdd8b13c0aab,2,wet,good,7.62,t1,0.9306,report
4fa482c1-e2c7-402f-b383-343c18be4ccd,1,dry,good,9.84,t2,0.8143,report
4fb2ef80-dd57-4be0-afa6-866a8a5297bf,2,dry,ok,9.96,t3,0.9123,report
4fc9a8e3-909a-4e92-9621-d5e578817f21,2,dry,good,9.78,t2,0.9926,dev
4fccf60b-0beb-47bf-8e36-73f53813d924,2,dry,good,9.9,t3,0.9942,report
4fcf0262-b38d-438e-8253-c4f45d20071d,3,wet,good,5.64,t1,0.9902,report
4fe17182-53b8-4a39-b262-68eba3cbe19c,2,wet,no_cough,4.2,t1,0.8936,report
4ff8d59c-1714-4de5-bdd0-15e6f5bafb6b,3,wet,good,9.84,t2,0.9651,dev
506b5606-cecb-4fba-8723-c4a2bfb8b038,1,dry,ok,9.84,t2,0.8721,report
5131b118-88df-4d26-90bb-85b726fe0b5a,2,dry,good,9.78,t2,0.9939,report
51a9ade4-721c-4a75-ab33-57e68f425a42,1,wet,ok,9.84,t2,0.996,report
51e2e40b-f1cd-45ba-ad05-8219c595235c,1,dry,good,9.9,t3,0.9933,dev
522a43ec-3d80-43e4-97c9-c21ceb8b7a63,3,dry,good,9.6,t2,0.991,dev
522b0923-a528-47d9-8905-ececf13c65e0,1,dry,ok,9.9,t3,0.9955,report
523441aa-0d55-4878-9fe5-173d74b248d7,2,dry,good,8.16,t1,0.9539,report
5264e9e0-9d20-4a63-99c4-8dbece972a53,2,dry,ok,9.9,t3,0.9681,report
5287e036-c41e-4527-93de-c6cdbf1a8461,1,dry,ok,9.84,t2,0.97,report
52f6838a-4033-4a71-84bb-81cbb4e64ab7,1,dry,ok,9.9,t3,0.9012,report
52f6838a-4033-4a71-84bb-81cbb4e64ab7,2,dry,good,9.9,t3,0.9012,report
52f6838a-4033-4a71-84bb-81cbb4e64ab7,3,dry,good,9.9,t3,0.9012,report
5322ecad-3152-4fab-8f66-8552c0ebd4c2,3,wet,good,9.42,t2,0.9462,report
53325adb-0ff2-480a-8af0-fd9da2a10322,2,dry,poor,5.1,t1,0.949,report
53cc0e66-5c68-43ea-84aa-b78bda14e0b0,3,dry,good,9.96,t3,0.9866,dev
53d69964-ae7d-4ccc-a297-91a9b21c772e,2,wet,ok,10.02,t3,0.8775,report
5402221a-1b2a-4472-ba3e-f5cfc04f18f0,2,dry,good,9.9,t3,0.9639,report
54138a2b-3f07-44aa-bc08-f254422e32ab,3,dry,good,5.64,t1,0.9961,report
5418a808-f17d-4985-a1eb-5d1ee3647cb0,1,dry,ok,9.78,t2,0.9991,report
542db002-c9b8-4646-85fc-1f5b76730c1f,2,dry,ok,5.7,t1,0.9827,report
545c655f-89ef-41c5-919a-11b2a09b0e49,2,dry,good,6.3,t1,0.9247,dev
55534e14-5e4e-4102-8bb0-2011ca1c371a,2,dry,ok,7.74,t1,0.9439,dev
55534e14-5e4e-4102-8bb0-2011ca1c371a,3,wet,good,7.74,t1,0.9439,dev
5557f2d3-acf7-4974-a78f-a7ae2b2c43e1,3,dry,good,8.52,t1,0.998,report
55c0a763-5f42-476e-9c72-e2924b21b2b4,1,dry,ok,6.42,t1,0.9686,report
55c0a763-5f42-476e-9c72-e2924b21b2b4,2,wet,good,6.42,t1,0.9686,report
55c0a763-5f42-476e-9c72-e2924b21b2b4,3,wet,good,6.42,t1,0.9686,report
55cb1a15-6513-4602-8f59-ecdb5681248c,1,dry,ok,6.9,t1,0.9818,report
55d74dca-c7b2-4788-b874-265b1047ed58,2,dry,good,9.78,t2,0.9908,dev
562c3783-d5ac-4d30-90c6-054fbc83dbff,2,wet,good,9.9,t3,0.952,report
563a6cd6-55b0-4895-af02-87de034ae948,3,wet,good,9.78,t2,0.9953,dev
56994aa1-4626-4782-9f27-f125adfd120a,1,dry,ok,3.3,t1,0.9916,report
56994aa1-4626-4782-9f27-f125adfd120a,2,dry,good,3.3,t1,0.9916,report
56994aa1-4626-4782-9f27-f125adfd120a,3,wet,good,3.3,t1,0.9916,report
56da1f04-fe81-4928-a1de-0f3b9d333c12,1,wet,ok,6.78,t1,0.9896,report
56db4bed-54ee-4560-b962-cbab7d552621,2,dry,good,9.66,t2,0.9742,report
5711e007-399f-4293-bf70-32f027c17cc4,3,dry,good,9.36,t2,0.9822,report
5729ad12-0130-4b4f-8865-159fbf93018a,1,dry,ok,9.96,t3,0.9902,report
5751a296-bed4-42b8-806b-829d5ec3d5f7,1,dry,ok,3.9,t1,0.9798,report
57aa5dd7-ba09-4e2c-979b-a2c6e6a30d68,2,dry,good,9.84,t2,0.9966,report
57c25c39-f510-44e3-9ca0-0f694c81a440,2,dry,ok,9.9,t3,0.9482,report
57e1df06-5e7a-451e-8ffa-6aeaeb732192,3,dry,good,9.96,t3,0.9605,dev
5806ea47-6382-4268-bc3b-2be28a600e15,2,dry,ok,9.84,t2,0.9416,dev
5830e2bb-5a49-4ec2-9b53-9c6727e54e1a,2,dry,good,9.12,t2,0.9951,report
583240d0-4e6f-4456-8894-be5a74010add,2,dry,ok,9.78,t2,0.9885,report
583bcee8-db16-4027-b767-cd74e9433cba,2,dry,ok,9.84,t2,0.8646,dev
58970bd3-2993-4762-8b21-0c5a2937c16b,2,dry,good,3.66,t1,0.8596,report
58a3d924-98cd-426f-9b58-cb6240b7d044,1,dry,ok,9.96,t3,0.987,report
58a9d260-53d9-4ba6-b7d4-3e7357412426,3,wet,good,4.38,t1,0.8538,report
5911fb77-57a0-4d35-93b5-4a966574df35,2,dry,ok,9.78,t2,0.9756,report
59285a69-a0c0-40fb-92ee-c4a771b292b4,3,dry,good,9.78,t2,0.9817,report
5998a733-5790-4918-adff-cef8e7b12a73,2,dry,good,9.96,t3,0.9879,report
5a0fe430-5054-4fe4-b2da-29824128b3a4,1,dry,ok,8.28,t1,0.9511,dev
5a229a4b-e0ae-478c-97d5-1963cb0ac690,1,dry,ok,4.44,t1,0.9818,dev
5a5bb9b5-5ff2-478a-94d2-2046c24ecd0d,1,dry,ok,9.9,t3,0.9959,report
5a5dccc2-ce4e-4c4e-ab49-a0dcf6f4a2d0,2,wet,ok,9.78,t2,0.9774,report
5a62f40e-e685-46d5-bed0-9015bb8488c0,3,wet,good,10.02,t3,0.9833,report
5a783d35-fd85-43d7-9ae7-22db4f523269,2,dry,good,2.94,t1,0.9962,report
5ab4d303-64be-4ea4-a65e-8681659e8e5f,1,dry,ok,9.78,t2,0.9863,report
5ac1a9c3-b135-4589-95dc-cf2a222265f8,1,dry,ok,5.64,t1,0.9982,dev
5ac60a58-ed8d-4b77-8338-fbefe993ad6e,2,wet,ok,9.78,t2,0.9914,dev
5b2342d2-01f8-4ad7-bf13-217601cd3c13,1,dry,ok,8.16,t1,0.9836,dev
5b32c2c2-fb33-47e7-93da-86968876ce02,1,dry,ok,9.78,t2,0.9945,report
5b5baa97-50c4-4c11-8a60-a2b39c34e56b,2,dry,good,9.78,t2,0.9976,report
5b7312df-3d0b-4a64-8884-e9072acceb41,1,dry,ok,8.7,t1,0.946,report
5b7312df-3d0b-4a64-8884-e9072acceb41,2,dry,ok,8.7,t1,0.946,report
5b7312df-3d0b-4a64-8884-e9072acceb41,3,wet,good,8.7,t1,0.946,report
5bcb66a6-ed26-45fc-a0a1-c7286a01de66,2,dry,good,9.9,t3,0.9959,report
5be10c89-4c9a-495e-8671-f445f51a3fe0,1,dry,ok,9.9,t3,0.9896,report
5be10c89-4c9a-495e-8671-f445f51a3fe0,2,dry,good,9.9,t3,0.9896,report
5c3d8573-8193-4501-8a27-d5e2f881c7b4,3,dry,good,8.16,t1,0.9946,dev
5c434e8c-d6cc-4011-b4e8-013fc8183324,3,wet,good,9.84,t2,0.9761,report
5c4b21f1-e8d1-4133-9f78-76b3ef3c5f18,1,dry,good,9.96,t3,0.9978,report
5c4d833f-64ac-4ec0-82d9-3327020c870f,2,dry,good,9.84,t2,0.9744,report
5c5888da-63a8-4357-acad-3b371173db46,2,dry,poor,9.3,t2,0.9918,report
5c7dd012-e466-4862-95ab-7e3fb545a291,3,wet,good,9.84,t2,0.9459,report
5c8604ef-6403-454a-b8ec-0151a37d6ef6,1,dry,ok,9.9,t3,0.9305,report
5cc60202-8998-426d-8e01-e05fc091f7ed,2,dry,ok,9.3,t2,0.9304,dev
5cca343b-e880-48df-bc1d-3cbf130debb8,2,wet,good,6.96,t1,0.949,report
5d1fff93-65cd-49dd-b9d4-3303e350b546,3,dry,good,9.48,t2,0.9961,dev
5d29532f-943b-4726-aca8-21191eeba327,3,dry,good,9.78,t2,0.9947,dev
5d4cb7a7-b4e4-4eed-828d-e5c46829da09,1,dry,ok,6.84,t1,0.9946,report
5d5c5271-5a75-49ed-99fb-dc62d85071ff,3,dry,good,9.9,t3,0.9938,report
5db9f54b-8f92-4a15-bc2e-862dcd6d375b,2,dry,ok,9.9,t3,0.9368,report
5e232ea7-d639-4ec9-99b2-1829528cdf1c,2,dry,ok,7.38,t1,0.9916,report
5e2dd52b-f9f1-4647-ac69-858dcb6f7611,1,dry,ok,9.66,t2,0.993,dev
5e5bbcfe-9901-4fd8-9be7-d51ea7251cbe,3,wet,good,9.72,t2,0.929,report
5ef9fa57-cf7d-4964-a001-05fd72063add,2,dry,good,9.9,t3,0.9791,report
5f0a1915-2cd5-41fb-9887-e17ab27b515e,2,dry,poor,9.78,t2,0.9621,report
5f5f4027-45d4-4867-a9e2-ecc500eaf21d,1,dry,ok,6.24,t1,0.9968,dev
5f5f4027-45d4-4867-a9e2-ecc500eaf21d,2,dry,good,6.24,t1,0.9968,dev
5f5f4027-45d4-4867-a9e2-ecc500eaf21d,3,dry,good,6.24,t1,0.9968,dev
5fdfbf5f-b4db-42ad-8971-275b616bcc72,3,wet,good,9.84,t2,0.9149,dev
5fe2cece-1061-4f53-b4ac-64a07efc6ba1,2,dry,ok,7.26,t1,0.953,dev
600f5af7-1fc6-4e3f-9046-76dc782cfca8,1,dry,ok,9.78,t2,0.9972,dev
6034baa0-0bb8-4c7e-8699-f4a99b5d728f,3,dry,good,9.9,t3,0.9817,dev
60c3afcc-fe9b-4d91-b713-0ab357d5c825,2,dry,good,5.46,t1,0.9884,report
60c8c3f3-7a5f-4fdb-be90-335b3c078f08,2,dry,ok,9.96,t3,0.978,report
611e6287-ba3d-4300-837c-76f185566428,2,dry,good,3.54,t1,0.9955,report
6157e4c8-3da4-4811-9b4e-3a88c55f6401,3,wet,good,9.36,t2,0.9166,report
616464a2-ee80-48e0-a96b-cd4464445162,3,wet,good,8.76,t1,0.9958,dev
617658ed-22f1-4286-9da8-ae3410da15ed,3,dry,good,9.84,t2,0.9614,dev
618fc43a-4d9d-4dad-8b68-2714b584ccc4,2,wet,ok,9.9,t3,0.9322,report
61924ecf-e529-41de-b3a8-626bc58e044d,2,dry,good,7.98,t1,0.9973,dev
6208f70a-1cd0-4428-a68e-b3db1bc8abf7,1,dry,poor,5.58,t1,0.9718,report
620ded24-220f-4ada-b032-2b5c170b279a,1,dry,ok,9.78,t2,0.901,report
620ded24-220f-4ada-b032-2b5c170b279a,2,dry,ok,9.78,t2,0.901,report
620ded24-220f-4ada-b032-2b5c170b279a,3,dry,good,9.78,t2,0.901,report
623ffc46-b297-4614-a11c-a6e52859b04a,2,dry,ok,9.6,t2,0.9971,dev
6273e21b-563c-46dd-8cd0-ad353463cbbb,3,dry,good,9.84,t2,0.9429,report
62de2524-c400-459b-98a2-746e0ed84eb2,1,wet,poor,9.96,t3,0.9937,dev
62f896df-c2cb-4943-86a6-428297ce67be,2,dry,ok,2.7,t1,0.931,dev
6308a83f-58f0-4cd8-be25-5c75b8883126,3,dry,good,9.3,t2,0.9158,report
6352a786-97a0-4d0a-9dcd-5c68c8effb9b,2,dry,poor,6.12,t1,0.9629,report
636c468c-d6db-4a7d-8e0e-31c7f68baa49,3,wet,good,9.78,t2,0.8924,report
