participant_identifier,duration_s,rms,peak,clip_frac,near_silence_frac,zero_frac,size_bytes,sample_rate,log_rms,crest_factor
P0004079,3.072,2236.8594064214535,30296.0,0.0,0.6816880967881944,0.5826348198784722,294956.0,48000.0,7.713275065817871,13.54398935982045
P0004080,4.608,187.35177621676547,3100.0,0.0,0.7870053891782407,0.13366247106481483,442412.0,48000.0,5.2383113644984975,16.546413717459302
P0004081,2.56,500.6108524370996,10725.0,0.0,0.9249918619791667,0.8944417317708333,245804.0,48000.0,6.217824624724814,21.423826406811955
P0004083,3.584,1738.1264352006456,27429.0,0.0,0.8151332310267857,0.23935081845238096,344108.0,48000.0,7.461138217404651,15.780785243518762
P0004088,3.1573333333333333,4293.325119485171,32768.0,0.00023754222972972974,0.5155722128378378,0.052582611908783786,303148.0,48000.0,8.365049690403703,7.632312738505511
P0004090,2.304,3410.0102446722785,32719.0,0.0,0.7950032552083334,0.7734013310185185,221228.0,48000.0,8.134763785836087,9.594985836511729
P0004091,4.778666666666667,140.56401908212135,3649.0,0.0,0.8799569266183036,0.488433837890625,458796.0,48000.0,4.95275204644271,25.959701663355222
P0004093,6.4,1944.3599042041633,32768.0,9.765625e-06,0.6203483072916667,0.1698046875,614444.0,48000.0,7.573202279656559,16.852847011055427
P0004094,3.7546666666666666,4894.588781951992,32768.0,0.01254549893465909,0.6763416637073864,0.053583318536931816,360492.0,48000.0,8.496089830050373,6.694740142587673
P0004096,5.802666666666667,2226.881947815144,32242.0,0.0,0.7240959616268382,0.4773990406709559,557100.0,48000.0,7.70880661392307,14.478540288864009
P0004097,4.181333333333333,1502.8292039254088,21836.0,0.0,0.8292859135841837,0.7814492984693877,401452.0,48000.0,7.315769936841414,14.529927913930313
P0004098,2.986666666666667,1005.3914581202214,29933.0,0.0,0.8907993861607143,0.8716727120535714,286764.0,48000.0,6.914126398350758,29.772482905251557
P0004099,10.752,1282.4246111915943,27843.0,0.0,0.47876170324900796,0.03775654141865079,1032236.0,48000.0,7.157287261688254,21.711217764377842
P0004100,2.048,1688.567645961209,27052.0,0.0,0.8380635579427084,0.670074462890625,196652.0,48000.0,7.432227944394656,16.02067886630906
P0004101,4.608,179.12492857066434,7155.0,0.0,0.8005551938657407,0.18143265335648148,442412.0,48000.0,5.19365065776535,39.94418899174844
P0004104,2.56,3016.4279111714686,29523.0,0.0,0.8000406901041667,0.6473470052083333,245804.0,48000.0,8.012160062436589,9.787404462957836
P0004105,3.1573333333333333,2670.2437093959957,32766.0,0.0,0.5325564822635135,0.079833984375,303148.0,48000.0,7.890299451701617,12.270790072341127
P0004106,5.376,490.0277143731716,16928.0,0.0,0.9096718439980159,0.07417224702380952,516140.0,48000.0,6.196500570953453,34.544984912984425
P0004107,3.7546666666666666,2642.61388542352,32768.0,0.0025190873579545455,0.7995050603693182,0.12075528231534091,360492.0,48000.0,7.879902156050169,12.399844025922091
P0004108,2.693514739229025,100.13485073520533,1341.0,0.0,0.8879899649784483,0.26980064655172414,237612.0,44100.0,4.616454782107448,13.391940869145774
P0004109,3.1573333333333333,2988.9022153239953,31405.0,0.0,0.5916583086993243,0.24956450591216217,303148.0,48000.0,8.00299596194493,10.507202222601052
P0004110,5.717333333333333,1939.7350042534258,30789.0,0.0,0.8189460412779851,0.7915950034981343,548908.0,48000.0,7.57082204847682,15.872786711829402
P0004111,2.2291156462585033,1287.7197897711212,26027.0,0.0,0.715484619140625,0.09089152018229167,196652.0,44100.0,7.161404593559708,20.211695282407533
P0004112,2.9013333333333335,771.3533726964187,16410.0,0.0,0.9200080422794118,0.24378159466911764,278572.0,48000.0,6.649442181948704,21.274296037125392
P0004115,6.741333333333333,2690.670179978716,32768.0,0.00146484375,0.8001755340189873,0.08559755735759493,647212.0,48000.0,7.897917164677146,12.178378548145586
P0004117,3.250793650793651,5409.981593677042,32768.0,0.003404017857142857,0.12957589285714285,0.08019670758928571,286764.0,44100.0,8.596185795987909,6.056952215566093
P0004118,4.266666666666667,1210.5816587935826,24318.0,0.0,0.6929638671875,0.0296533203125,409644.0,48000.0,7.099681941033865,20.087864229013896
P0004119,1.9626666666666666,1787.7671351065085,32767.0,2.122961956521739e-05,0.7404679008152174,0.08293350883152174,188460.0,48000.0,7.4892819101994865,18.328449693773756
P0004121,8.277333333333333,890.8606891059849,29641.0,0.0,0.8190389416881443,0.5032090649162371,794668.0,48000.0,6.793309942250631,33.27231784097768
P0004123,6.144,3828.628472740527,29359.0,0.0,0.4907124837239583,0.043599446614583336,589868.0,48000.0,8.25052307296306,7.668281268090032
P0004124,1.9626666666666666,3886.2776978069655,31202.0,0.0,0.35439665421195654,0.10625424592391304,188460.0,48000.0,8.265464371008564,8.028762334096538
P0004126,7.765333333333333,1261.9908985731781,32316.0,0.0,0.8668226304945055,0.12986939817994506,745516.0,48000.0,7.141237916127518,25.607157735060724
P0004127,2.474666666666667,540.678224345857,9386.0,0.0,0.7791958512931034,0.1531266837284483,237612.0,48000.0,6.294672143121982,17.359678228836298
P0004128,8.96,1387.8944711416223,27863.0,0.0,0.8400413876488095,0.11715262276785714,860204.0,48000.0,7.236263365168064,20.07573383951953
P0004129,3.1573333333333333,663.9670329330336,14495.0,0.0,0.8637365392736487,0.1490577491554054,303148.0,48000.0,6.499737464890204,21.830903163892636
P0004130,2.3893333333333335,1314.5825264758644,16626.0,0.0,0.7468174525669643,0.6836199079241071,229420.0,48000.0,7.182034832435777,12.64736116990568
P0004133,2.986666666666667,112.30826005963571,3039.0,0.0,0.8668178013392858,0.6511369977678572,286764.0,48000.0,4.730112069698156,27.059452246515356
P0004135,3.584,1534.3739548722467,32663.0,0.0,0.7831043061755952,0.13779413132440477,344108.0,48000.0,7.3365292491603356,21.287509408160062
P0004137,3.328,624.1583001652018,10540.0,0.0,0.7848870693108975,0.17517402844551283,319532.0,48000.0,6.438004897930694,16.886741708302836
P0004138,2.3893333333333335,1316.6398020485515,31512.0,0.0,0.8399919782366071,0.7094203404017857,229420.0,48000.0,7.183597386397882,23.933652887408346
P0004140,4.551111111111111,1362.39145302154,25551.0,0.0,0.8631118463010204,0.17500398596938777,401452.0,44100.0,7.217730590038228,18.754521648909137
P0004141,2.816,1477.4224631291063,29380.0,0.0,0.850290009469697,0.2790897253787879,270380.0,48000.0,7.298730894988105,19.885984363439796
P0004144,3.84,3288.9318528205827,32768.0,0.0010850694444444445,0.5028266059027777,0.07559678819444444,368684.0,48000.0,8.098622130116498,9.963113091530994
P0004145,2.7306666666666666,1119.0465242056703,10639.0,0.0,0.7979202270507812,0.05768585205078125,262188.0,48000.0,7.021125502895749,9.50720079090755
P0004146,3.4133333333333336,3402.760380772331,32768.0,0.002276611328125,0.673077392578125,0.058148193359375,327724.0,48000.0,8.132636093787896,9.629828825194256
P0004150,4.096,2201.128478138091,32768.0,2.0345052083333332e-05,0.6793365478515625,0.3711700439453125,393260.0,48000.0,7.697179661692315,14.886909294682873
P0004151,3.498666666666667,4500.9896753815265,32768.0,4.763719512195122e-05,0.6407262290396342,0.041986232850609755,335916.0,48000.0,8.41227472812365,7.280176664083358
P0004154,1.6213333333333333,2340.9350152488896,25820.0,0.0,0.7819053248355263,0.08123458059210527,155692.0,48000.0,7.758732796227385,11.029780763582526
P0004161,3.584,3226.830765253429,32767.0,1.1625744047619047e-05,0.7056245349702381,0.5675106956845238,344108.0,48000.0,8.079565600894496,10.1545455537444
P0004163,2.56,1366.0023687815944,14343.0,0.0,0.8407307942708333,0.6456949869791667,245804.0,48000.0,7.220375569554632,10.499981791966244
P0004164,4.181333333333333,2350.8835954421047,32768.0,1.992984693877551e-05,0.8302973533163265,0.11701311383928571,401452.0,48000.0,7.762971816059962,13.938588904834203
P0004170,4.181333333333333,2822.3772503197033,32768.0,0.00025410554846938777,0.7610062579719388,0.15056002869897958,401452.0,48000.0,7.945689053869894,11.610070906104637
P0004171,7.68,547.7046811160841,18114.0,0.0,0.8334282769097222,0.14574110243055555,737324.0,48000.0,6.307560375313547,33.0725674337038
P0004172,5.034666666666666,2413.0626609053293,30295.0,0.0,0.8489969544491526,0.7523876125529662,483372.0,48000.0,7.789066358613604,12.55458488119882
P0004173,2.986666666666667,2018.01048562076,26293.0,0.0,0.7606026785714286,0.6171595982142857,286764.0,48000.0,7.6103628117717435,13.029169168017967
P0008581,2.6453333333333333,2382.8771923330796,32768.0,4.7253024193548386e-05,0.6105169480846774,0.04890688004032258,253996.0,48000.0,7.776483513575282,13.751443047680958
P0008584,2.1333333333333333,3068.4325884088403,32768.0,0.0005078125,0.806943359375,0.36359375,204844.0,48000.0,8.02924799887654,10.679067913622122
P0008586,3.8080725623582765,279.00161596764485,6687.0,0.0,0.8984732278963414,0.1399342606707317,335916.0,44100.0,5.634795374465613,23.967603115071235
P0008589,3.584,2654.3097502447113,30322.0,0.0,0.6950044177827381,0.5657900855654762,344108.0,48000.0,7.884316593629839,11.423685572941542
P0008590,4.266666666666667,3438.747801615471,32768.0,0.0015625,0.722568359375,0.06609375,409644.0,48000.0,8.143153434196005,9.529050075901631
P0008592,7.68,1411.6918257295767,28261.0,0.0,0.4955647786458333,0.0401611328125,245804.0,16000.0,7.253252259626069,20.019241795477853
P0008593,2.816,1775.0556990271414,32768.0,5.918560606060606e-05,0.7416622277462122,0.11851177793560606,270380.0,48000.0,7.482150285125168,18.460265792189375
P0008597,1.9626666666666666,1343.7594372496276,17961.0,0.0,0.664794921875,0.10355808423913043,188460.0,48000.0,7.203970418975634,13.366231709411283
P0008598,5.802666666666667,825.978675785447,30331.0,0.0,0.8435848460477942,0.16802978515625,557100.0,48000.0,6.717778909667609,36.72128698857831
P0008599,4.608,518.1239432233072,11204.0,0.0,0.7502124927662037,0.08869538483796297,442412.0,48000.0,6.2521426662605375,21.62416955733996
P0008601,3.84,545.2735509062634,10006.0,0.0,0.7325032552083334,0.12367078993055555,368684.0,48000.0,6.303119859267637,18.350422431734188
P0008602,3.925333333333333,1768.1154074533006,32068.0,0.0,0.8747664741847826,0.15851626188858695,376876.0,48000.0,7.478234930840928,18.136825155644622
P0008604,3.84,1852.514361815135,32768.0,5.4253472222222224e-06,0.7525987413194445,0.15374348958333334,368684.0,48000.0,7.52483877104479,17.68839188262783
P0008605,4.096,1102.423697765214,17703.0,0.0,0.8594258626302084,0.6225229899088541,393260.0,48000.0,7.006173077647047,16.058254222828033
P0008606,3.7546666666666666,3951.828975915881,28518.0,0.0,0.7160089666193182,0.33405650745738635,360492.0,48000.0,8.282186797983291,7.216405409696004
P0008607,10.496,450.31023515697666,18765.0,0.0,0.7720381573932927,0.049153645833333336,1007660.0,48000.0,6.112154985851159,41.67127134788956
P0008608,10.581333333333333,2677.1586873067417,32768.0,7.875504032258064e-06,0.706328361265121,0.5184857768397177,1015852.0,48000.0,7.892884780397999,12.239842245942027
P0008610,3.925333333333333,967.18864046135,15933.0,0.0,0.5622505519701086,0.0404052734375,376876.0,48000.0,6.875426944800275,16.473518539654755
P0008611,3.584,4707.045505473869,30563.0,0.0,0.4850260416666667,0.2047061011904762,344108.0,48000.0,8.457028133897149,6.493032617690119
P0008613,5.201269841269841,1154.8142075995,29203.0,0.0,0.804595947265625,0.18130057198660715,458796.0,44100.0,7.052560316245832,25.288050500070206
P0008614,3.6693333333333333,401.8680308103758,3729.0,0.0,0.8129258266715116,0.5467160247093024,352300.0,48000.0,5.998609041345894,9.279165581972544
P0008616,3.7546666666666666,1613.9787875465304,30146.0,0.0,0.9096957120028409,0.24805242365056818,360492.0,48000.0,7.387077100924386,18.678064564781167
P0008618,3.0650340136054424,3611.8689684972837,32768.0,0.001191110321969697,0.6390861742424242,0.27173591382575757,270380.0,44100.0,8.192257463813345,9.072311394957397
P0008619,3.7546666666666666,2427.7597553811643,32767.0,0.00011652166193181819,0.7409279563210227,0.22941450639204544,360492.0,48000.0,7.795136017309899,13.496804997841314
P0008620,3.1573333333333333,1368.5067910771168,32768.0,6.598395270270271e-06,0.7524546030405406,0.20268290751689189,303148.0,48000.0,7.222205947491215,23.944345920406576
P0008621,3.84,2412.584557437976,32768.0,0.0006239149305555555,0.6118977864583334,0.07431640625,368684.0,48000.0,7.788868289679693,13.58211462431979
P0008623,2.304,1829.6171689799048,27500.0,0.0,0.8052029079861112,0.7556242766203703,221228.0,48000.0,7.512408439787887,15.030466737102973
P0008625,6.314666666666667,181.77483600616333,3478.0,0.0,0.8112166121199325,0.5272546716638513,606252.0,48000.0,5.208254990934623,19.133561478569785
P0008626,2.986666666666667,1964.3341932012283,29849.0,0.0,0.8428780691964286,0.3765415736607143,286764.0,48000.0,7.583417582718552,15.195479518350492
P0008627,7.594666666666667,1419.3956117572266,27558.0,0.0,0.7701621752106742,0.3633251404494382,729132.0,48000.0,7.258690711622614,19.415305903238277
P0008628,10.752,163.33107844539543,2034.0,0.0,0.6004638671875,0.1748589409722222,1032236.0,48000.0,5.101883163852826,12.453233146731167
P0008631,5.758548752834467,2583.2635599116775,32767.0,1.1813256048387096e-05,0.7427427230342742,0.4011427356350806,507948.0,44100.0,7.85719585657101,12.684342592247006
P0008632,4.522666666666667,3967.8186540509414,32768.0,6.909640330188679e-05,0.2654545622051887,0.016274506191037735,434220.0,48000.0,8.286223761149886,8.258441944300372
P0008633,5.461333333333333,1139.1511986092305,19820.0,0.0,0.8007125854492188,0.0618743896484375,524332.0,48000.0,7.038916162952887,17.398919497412184
P0008634,4.522666666666667,1991.380623882098,31861.0,0.0,0.8266739755306604,0.09673496462264151,434220.0,48000.0,7.597085496137836,15.999452650027576
P0008635,3.498666666666667,1526.6158126694568,32768.0,5.954649390243902e-05,0.8109517911585366,0.09635218178353659,335916.0,48000.0,7.33146350661322,21.46447045028314
P0008636,4.922630385487528,1082.134800969808,31142.0,0.0,0.6996471477004716,0.2169857385023585,434220.0,44100.0,6.9876147092181355,28.778300052878617
P0008637,2.3893333333333335,1462.925649870385,19769.0,0.0,0.7793840680803571,0.7121233258928571,229420.0,48000.0,7.288876907623964,13.513332001348132
P0008640,6.03718820861678,2954.193364903029,29458.0,0.0,0.7655160757211539,0.09224759615384616,532524.0,44100.0,7.99131936421473,9.971588302229156
P0008642,3.498666666666667,0.0,0.0,0.0,1.0,1.0,335916.0,48000.0,0.0,0.0
P0008644,1.28,1753.0637785052663,24853.0,0.0,0.6802571614583334,0.21531575520833332,122924.0,48000.0,7.469690534018643,14.17689436329379
P0008645,1.3003174603174603,3259.7611316893194,29204.0,0.0,0.5968715122767857,0.20628138950892858,114732.0,44100.0,8.089715923087798,8.958938652310556
P0008646,3.5294331065759637,1976.421950349584,25428.0,0.0,0.6678274054276315,0.17207416735197367,311340.0,44100.0,7.589549230013126,12.865673747192243
P0008647,5.802666666666667,1795.1733995361803,32371.0,0.0,0.8584343405330882,0.7368630801930147,557100.0,48000.0,7.493413791827659,18.032241346905916
P0008648,4.352,1852.4111592689837,26821.0,0.0,0.8355688955269608,0.6730765548406863,417836.0,48000.0,7.524783090106184,14.478966975436427
P0008649,3.1573333333333333,3117.548745504724,32768.0,1.3196790540540541e-05,0.5999524915540541,0.07362489442567567,303148.0,48000.0,8.045123026918159,10.510822019138764
P0008652,3.1573333333333333,920.5712502808198,13608.0,0.0,0.6891298036317568,0.21982553842905406,303148.0,48000.0,6.8260800940132205,14.78212576792302
P0008654,3.1573333333333333,2349.4265500050237,28277.0,0.0,0.867114917652027,0.8448321368243243,303148.0,48000.0,7.762352101307577,12.035702925008446
P0008655,2.7306666666666666,2493.239536769496,32768.0,1.52587890625e-05,0.6332321166992188,0.0562591552734375,262188.0,48000.0,7.821739166844253,13.142740405297973
P0008656,4.693333333333333,1869.0412122394569,19163.0,0.0,0.7994540127840909,0.6544211647727273,450604.0,48000.0,7.533715748236511,10.252850431815215
P0008657,3.0650340136054424,1078.425085813706,25301.0,0.0,0.7584339488636364,0.08661813446969698,270380.0,44100.0,6.984183850431167,23.461064039405326
P0008658,1.8773333333333333,5503.833238758998,32768.0,6.658380681818181e-05,0.8029452237215909,0.7213356711647727,180268.0,48000.0,8.613381756011117,5.953668757482659
P0008660,3.584,917.0941824980177,19750.0,0.0,0.8774239676339286,0.8227655319940477,344108.0,48000.0,6.822299980671696,21.535410840991954
P0008662,3.072,1091.157978098433,23120.0,0.0,0.7063734266493056,0.6393025716145834,294956.0,48000.0,6.995910814429668,21.18849924945805
P0008665,3.072,3699.081120493725,31369.0,0.0,0.4776204427083333,0.17087809244791666,294956.0,48000.0,8.216110022849742,8.4802141337751
P0008668,3.925333333333333,70.0234729529583,1066.0,0.0,0.8575864045516305,0.40341584578804346,376876.0,48000.0,4.263010427374778,15.223466575285608
P0008669,7.801904761904762,1273.6340484867505,23239.0,0.0,0.6290573846726191,0.24602108909970238,688172.0,44100.0,7.150414395599469,18.246214466072754
P0008670,3.436553287981859,1531.5243237278949,29204.0,0.0,0.8630569045608109,0.25320682010135137,303148.0,44100.0,7.334671539611257,19.068583859572833
P0008672,2.986666666666667,2077.5020030870332,32359.0,0.0,0.6168736049107143,0.16377650669642857,286764.0,48000.0,7.639402722409828,15.575917593292834
P0008673,4.010666666666666,3094.4737353577225,30125.0,0.0,0.775634765625,0.6681349734042553,385068.0,48000.0,8.037696238141422,9.735096360902801
P0008676,2.986666666666667,2755.2784260210005,29644.0,0.0,0.42617885044642856,0.03427734375,286764.0,48000.0,7.921636652437575,10.758985269884045
P0008677,3.072,1887.6187673360196,32768.0,1.3563368055555555e-05,0.8828057183159722,0.3745863172743056,294956.0,48000.0,7.543601029947879,17.35943749183414
P0008678,2.474666666666667,2754.39024570743,32768.0,0.0003451643318965517,0.7741278286637931,0.1591291756465517,237612.0,48000.0,7.921314361540151,11.896643930922744
P0008681,1.792,3820.7588752073,32768.0,0.000988188244047619,0.5315290178571429,0.17915271577380953,172076.0,48000.0,8.248466034167267,8.576306715564078
P0008682,6.144,1811.9266074042025,29273.0,0.0,0.7119411892361112,0.1940375434027778,589868.0,48000.0,7.502697728636069,16.155731628623112
P0008683,3.328,1208.9894109552959,32768.0,1.2520032051282051e-05,0.8877954727564102,0.8563201121794872,319532.0,48000.0,7.098366887275879,27.103628619940444
P0008685,3.84,100.19545842121711,1853.0,0.0,0.8963704427083333,0.37881401909722223,368684.0,48000.0,4.61705387858565,18.493852208266556
P0008686,3.072,588.3028366008665,9330.0,0.0,0.71282958984375,0.10723876953125,294956.0,48000.0,6.378940205341305,15.859179013807935
P0008688,4.522666666666667,3937.264529108068,32768.0,5.5277122641509435e-05,0.39797685731132076,0.029190927181603772,434220.0,48000.0,8.278495430408771,8.32252945102848
P0008689,3.328,3220.817820382169,32767.0,0.0001690204326923077,0.5620430188301282,0.07495743189102565,319532.0,48000.0,8.077701019736777,10.173503075098433
P0008690,2.9013333333333335,1031.1777592650528,21191.0,0.0,0.7842945772058824,0.14778406479779413,278572.0,48000.0,6.939426178558494,20.550288065835346
P0008691,7.168,162.08316111383292,4585.0,0.0,0.8944905598958334,0.34902518136160715,688172.0,48000.0,5.094260261586054,28.287947794599173
P0008692,4.010666666666666,2503.0591985888823,29204.0,0.0,0.8462381565824468,0.23934092420212766,385068.0,48000.0,7.825668373549509,11.667322936849555
P0008694,4.73687074829932,1298.5622861146512,27436.0,0.0,0.7218185125612745,0.12332931219362746,417836.0,44100.0,7.16978278376372,21.127981532613617
P0008695,4.949333333333334,2888.053113411987,31072.0,0.0,0.5899531923491379,0.30572720231681033,475180.0,48000.0,7.968684085001977,10.758804904138463
P0008696,6.229333333333333,2891.157346919054,32768.0,0.001769183433219178,0.5503799229452054,0.19839268514554795,598060.0,48000.0,7.969757989446972,11.3338694744192
P0008697,4.829750566893424,1451.7884681113417,29094.0,0.0,0.6885141225961539,0.22806959885817307,426028.0,44100.0,7.2812400701168345,20.04010958829896
P0008698,7.168,101.47792505060988,3178.0,0.0,0.9230026971726191,0.5868588402157738,688172.0,48000.0,4.62964741002411,31.317155907392916
P0008699,4.829750566893424,1643.4382456280898,25004.0,0.0,0.7072988656850961,0.041959322415865384,426028.0,44100.0,7.405154112858396,15.214444513811802
P0008700,2.3893333333333335,763.1204082171894,26374.0,0.0,0.8443865094866071,0.32688685825892855,229420.0,48000.0,6.638725379127091,34.56073211510708
P0008701,3.2426666666666666,5507.586105596392,32768.0,8.35217927631579e-05,0.3637245579769737,0.018496864720394735,311340.0,48000.0,8.614063264063304,5.949611930115388
P0008702,3.84,348.3731034709844,6998.0,0.0,0.8556857638888888,0.17303602430555556,368684.0,48000.0,5.856140415546822,20.087658691948267
P0008704,1.6213333333333333,3179.4239389851164,26821.0,0.0,0.6792763157894737,0.633043791118421,155692.0,48000.0,8.064769781034945,8.435804886262801
P0008706,2.816,3651.552102192077,29375.0,0.0,0.5787686434659091,0.3945904356060606,270380.0,48000.0,8.203181408325872,8.044524404391693
P0008707,3.4133333333333336,2447.9615000084623,28897.0,0.0,0.681005859375,0.201123046875,327724.0,48000.0,7.803419336129724,11.804515716398441
P0008709,2.048,3741.6666607511956,32768.0,4.0690104166666664e-05,0.3966471354166667,0.036895751953125,196652.0,48000.0,8.227553647233114,8.757594668631592
P0008710,3.1573333333333333,616.6843215006038,10933.0,0.0,0.8319256756756757,0.16084248310810811,303148.0,48000.0,6.425977520318211,17.728681626571184
P0008712,4.778666666666667,1545.8040050488198,27204.0,0.0,0.7881033761160714,0.7658647809709821,458796.0,48000.0,7.343946148977799,17.59860882177184
P0008714,3.250793650793651,1734.088782518671,27287.0,0.0,0.5795758928571428,0.17099609375,286764.0,44100.0,7.458813862552246,15.735641839716742
P0008715,4.010666666666666,2585.192377295819,24281.0,0.0,0.6729606466090425,0.37315076462765956,385068.0,48000.0,7.857941948403931,9.392337766905065
P0008716,4.010666666666666,526.3943430445817,19823.0,0.0,0.7442549035904256,0.22469248670212766,385068.0,48000.0,6.267948547742172,37.65807946435983
P0008717,3.498666666666667,3509.690272472633,28557.0,0.0,0.8886897389481707,0.8729694645579268,335916.0,48000.0,8.163567955949212,8.136615422725892
P0008718,1.3003174603174603,1203.8097055592552,21256.0,0.0,0.33811732700892855,0.040614536830357144,114732.0,44100.0,7.094076912756256,17.65727581512347
P0008719,3.584,2703.157191869366,32768.0,0.00011044456845238095,0.6275518508184523,0.15781947544642858,344108.0,48000.0,7.902545568560976,12.122121532017601
P0008720,2.986666666666667,825.3308327846003,17505.0,0.0,0.78779296875,0.10809151785714285,286764.0,48000.0,6.716995217284971,21.209676537732534
P0008722,3.498666666666667,1897.7575312225931,32768.0,4.763719512195122e-05,0.8389565072408537,0.13854682736280488,335916.0,48000.0,7.548955020312962,17.266694749393295
P0008723,3.1573333333333333,2992.152508427685,29902.0,0.0,0.8284351245777027,0.48718591638513514,303148.0,48000.0,8.004082461592185,9.993474569149852
P0008725,3.925333333333333,2335.1943186008843,32768.0,1.5922214673913043e-05,0.2393851902173913,0.014239767323369566,376876.0,48000.0,7.756278524821063,14.032236948751525
P0008729,5.12,382.8880626051357,7803.0,0.0,0.7214396158854167,0.06988932291666666,491564.0,48000.0,5.950351006459825,20.37932430405042
P0008731,3.84,1570.6486968138893,28175.0,0.0,0.8596082899305556,0.20992838541666667,368684.0,48000.0,7.359880472705593,17.93844801650168
P0008733,3.7546666666666666,2268.2791887462786,31103.0,0.0,0.8483054421164773,0.23663330078125,360492.0,48000.0,7.727217522052349,13.712156843081345
P0008736,3.925333333333333,2292.8616651282796,32163.0,0.0,0.7671800696331522,0.6868578040081522,376876.0,48000.0,7.737991992962687,14.027448968748203
P0008737,4.096,2951.3972124238608,32768.0,0.0022481282552083335,0.7749888102213541,0.1207733154296875,393260.0,48000.0,7.990372733722528,11.10253810027756
P0008739,9.898666666666667,1877.9159967005248,32768.0,0.0004503973599137931,0.8104942584859913,0.08371497844827586,950316.0,48000.0,7.538450292028009,17.449129810681374
P0008740,3.84,2081.2629624090623,32768.0,1.6276041666666666e-05,0.5564073350694444,0.040364583333333336,368684.0,48000.0,7.641210543989524,15.744286326056217
P0008741,3.84,1407.334896559143,27666.0,0.0,0.8471408420138888,0.7787163628472222,368684.0,48000.0,7.250163361105372,19.658433872152393
P0008743,5.632,1985.8859377926854,32625.0,0.0,0.8043064926609849,0.3503750887784091,540716.0,48000.0,7.594323836672971,16.428435983713293
P0008744,3.7151927437641725,432.10822706523527,10286.0,0.0,0.890716552734375,0.26837158203125,327724.0,44100.0,6.07098764380381,23.80422161789417
P0008745,2.136235827664399,2423.4453954521086,28528.0,0.0,0.34004543138586957,0.06646993885869565,188460.0,44100.0,7.793358074308739,11.771670223527423
P0008746,3.584,2214.9315941771356,29396.0,0.0,0.8820858909970238,0.7493489583333334,344108.0,48000.0,7.703428178337076,13.271741699502721
P0008747,2.816,3408.282947816003,32768.0,0.0010875355113636363,0.6095525568181818,0.05577503551136364,270380.0,48000.0,8.134257268932942,9.614225257027979
P0008748,4.096,1847.4119469953757,30422.0,0.0,0.72686767578125,0.1033935546875,393260.0,48000.0,7.522082142400551,16.467361299390625
P0008750,3.4133333333333336,2152.070801835874,27158.0,0.0,0.7974853515625,0.699395751953125,327724.0,48000.0,7.674650382023784,12.61947328908492
P0008751,5.851428571428571,101.98249468644234,2887.0,0.0,0.8968796502976191,0.4174649677579365,516140.0,44100.0,4.634559019285173,28.308779941578464
P0008753,4.778666666666667,1779.1972469792233,32768.0,2.6157924107142856e-05,0.7518048967633929,0.09561593191964286,458796.0,48000.0,7.48447945005651,18.41729468478895
P0008754,3.1573333333333333,1413.1808731516874,32495.0,0.0,0.7491422086148649,0.07508973817567567,303148.0,48000.0,7.254305754224831,22.99422573382726
P0008756,3.328,3152.113956469342,32768.0,0.0003192608173076923,0.17531174879807693,0.017565604967948716,319532.0,48000.0,8.056145801127704,10.395563248193216
P0008758,3.072,346.2076074042679,4620.0,0.0,0.6822916666666666,0.03811306423611111,294956.0,48000.0,5.849922893272737,13.344594113993182
P0008759,7.082666666666666,581.5028579019346,9993.0,0.0,0.7891125047063253,0.045580760542168676,679980.0,48000.0,6.367334091697235,17.184782265795928
P0008760,19.968,1209.205307837336,29945.0,0.0,0.9520023704594017,0.7823048127003205,1916972.0,48000.0,7.0985453000960845,24.764198276247956
P0008761,2.56,3849.1804112642326,32768.0,1.6276041666666666e-05,0.5237386067708333,0.06490885416666667,245804.0,48000.0,8.255875286252563,8.512981076205024
P0008762,4.181333333333333,1233.3620991145651,18570.0,0.0,0.6661601163903061,0.09600705516581633,401452.0,48000.0,7.118309596684645,15.056405587066775
P0008763,4.864,201.63148609504378,3539.0,0.0,0.8100543105811403,0.07509679961622807,466988.0,48000.0,5.311388989883033,17.55182223035472
P0008764,2.3219954648526078,4734.345484937908,32768.0,4.8828125e-05,0.642802734375,0.138671875,204844.0,44100.0,8.462809967042464,6.921336878401226
P0008765,3.498666666666667,2660.35637175354,32768.0,0.0006728753810975609,0.6430485423018293,0.08959365472560976,335916.0,48000.0,7.886591186006741,12.317146810819589
P0008768,4.096,1746.6477610115764,32766.0,0.0,0.8888346354166666,0.15959676106770834,393260.0,48000.0,7.4660260261908915,18.75936335383656
P0008769,4.010666666666666,2491.7546852812566,24527.0,0.0,0.38929521276595747,0.04488031914893617,385068.0,48000.0,7.8211436772703715,9.84326432488344
P0008770,5.717333333333333,3381.258956862477,32768.0,0.0005247201492537313,0.3839348180970149,0.02915840718283582,548908.0,48000.0,8.126299095676423,9.69106490157626
P0008772,1.6213333333333333,2155.017477726609,32768.0,1.2849506578947368e-05,0.6863692434210527,0.06830797697368421,155692.0,48000.0,7.676018038548261,15.205445124534544
P0008775,2.7306666666666666,4879.400159026825,32768.0,0.00705718994140625,0.3706817626953125,0.03392791748046875,262188.0,48000.0,8.492982495285972,6.715579565527725
P0008776,4.266666666666667,986.3373655012692,21361.0,0.0,0.8918017578125,0.7095947265625,409644.0,48000.0,6.895011790048597,21.65689017481601
